HolderAddress;Quantity;Tier
0x0397fa727222b2a6e8d3080224659e69005c19c2;2;platinum
0x054dd0ba375b8dd80cbbd74031067029d11519c3;2;platinum
0x0e6a7ad62a35eeff7fc6eeaf7e557e6ad3233987;2;platinum
0x106434a02f702311019a37f6e7156164969ad3a0;2;platinum
0x7b028b4fd870ccc8baa30f0db63278e646671271;2;platinum
0x26d88aba990db12e9844041382f03e952d6346e6;1;platinum
0xacc6586c14a81a8af0844cb37c4f683c9967ae09;1;platinum
